,AAPL,JPM,MSFT,MS,AMZN
20070710,132.71771498861904,47.75057009467514,29.565169896190426,71.13482825351147,70.73350648361097
20070711,132.61059265146363,47.94683645763887,29.5173645602305,70.30718629818725,70.69579689487206
20070716,138.7637237579588,50.05028559021949,30.06396642110292,72.78071207932346,73.97552906963125
20070713,135.90814386947292,49.948836147279906,29.79558703193879,73.02746217549524,74.57305093684423
20070712,133.52574082049279,49.183678501818434,29.77952026238665,71.77043573282424,72.68806855239195
20070709,130.77407953686065,48.79254144430272,29.884207500318954,72.5977491571737,71.40312447460099
