,AAPL,JPM,MSFT,MS,AMZN
20070710,0.13115307003994345,0.09867916714191377,0.09023579871472194,0.11391288795535212,0.15188833092786827
20070711,0.10616710418643134,0.08375440447953132,0.07365820985112255,0.12623239224624525,0.1302616148702125
20070716,0.10242084682583744,0.08566279843775139,0.06291117838006252,0.10539928572083401,0.09119329658274716
20070713,0.07618848118287315,0.09485775153851496,0.06651534309481923,0.11901447604582256,0.18147257377327877
20070712,0.07956291230226371,0.07668886201588952,0.07341751805362864,0.12492878266373725,0.16940892046987266
20070709,0.1088463104579143,0.06981865494052829,0.045920266599616524,0.07696994761594343,0.21642120823581631
