,AAPL,JPM,MSFT,MS,AMZN
20070710,128.8500015258789,48.329999923706055,29.704999923706055,71.9900016784668,71.63599853515625
20070711,132.07500457763672,47.18000030517578,29.22499942779541,69.79500198364258,70.5510009765625
20070716,138.3949966430664,49.915000915527344,29.774999618530273,73.33499908447266,74.67000198364258
20070713,135.02999877929688,49.64999961853027,29.984999656677246,72.0,73.2040008544922
20070712,133.8350067138672,48.57299995422363,29.554999351501465,71.30500030517578,71.28099899291992
20070709,132.37000274658203,49.20000076293945,29.860000610351562,73.07900161743164,69.44200286865234
